"filename", "language", "HTML", "Markdown", "JavaScript", "JSON", "PHP", "JavaScript JSX", "CSS", "XML", "Properties", "comment", "blank", "total"
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\hooks\context\useRole.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -6, 0, 0, 0, -2, -2, -10
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\hooks\context\useUser.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -6, 0, 0, 0, -2, -3, -11
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\hooks\useReponsive.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -29, 0, 0, 0, -4, -15, -48
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\layouts\admin\DashboardLayoutAdmin.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -216, 0, 0, 0, -7, -13, -236
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\layouts\admin\header\NotificationsPopover.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -247, 0, 0, 0, -6, -24, -277
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\layouts\dashboard\DashboardLayout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -36, 0, 0, 0, -4, -10, -50
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\layouts\dashboard\header\AccountPopover.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -134, 0, 0, 0, -3, -12, -149
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\layouts\dashboard\header\LanguagePopover.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -75, 0, 0, 0, -3, -10, -88
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\layouts\dashboard\header\NotificationsPopover.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -247, 0, 0, 0, -6, -24, -277
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\layouts\dashboard\header\Searchbar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -100, 0, 0, 0, 0, -9, -109
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\layouts\dashboard\header\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -65, 0, 0, 0, -7, -11, -83
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\layouts\dashboard\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1, -2
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\layouts\dashboard\nav\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -164, 0, 0, 0, -11, -17, -192
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\layouts\home\HomeLayout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -16, 0, 0, 0, -2, -4, -22
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\layouts\home\footer\Footer.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -104, 0, 0, 0, -3, -4, -111
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\layouts\home\header\Header.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -91, 0, 0, 0, -3, -8, -102
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\layouts\home\header\nav\Nav.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -177, 0, 0, 0, -2, -6, -185
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\layouts\home\header\nav\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\layouts\home\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\layouts\simple\SimpleLayout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -24, 0, 0, 0, -4, -6, -34
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\layouts\simple\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1, -2
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\main.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -6, 0, 0, 0, -6, -7, -19
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\routers\PrivateRouter.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -18, 0, 0, 0, -1, -5, -24
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\routers\routes.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -273, 0, 0, 0, -11, -3, -287
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\app\Category\Category.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -55, 0, 0, 0, -5, -5, -65
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\app\Category\CategoryConfig.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -99, 0, 0, 0, 0, -3, -102
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\app\Category\CategoryItem.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -22, 0, 0, 0, 0, -4, -26
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\app\PopularProducts.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -27, 0, 0, 0, -3, -5, -35
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\app\RecentlyProducts.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -22, 0, 0, 0, -3, -5, -30
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\app\Slider\Slider.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -33, 0, 0, 0, -5, -3, -41
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\app\Slider\SliderConfig.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -15, 0, 0, 0, 0, -3, -18
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\app\Slider\SliderItem.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -20, 0, 0, 0, -2, -4, -26
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\app\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -4, 0, 0, 0, 0, -1, -5
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\cart\CartConfirm\CartConfirm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -198, 0, 0, 0, -5, -8, -211
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\cart\CartConfirm\CartConfirmProductItem.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -130, 0, 0, 0, -2, -5, -137
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\cart\CartConfirm\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\cart\CartPayment\CartDelivery.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -120, 0, 0, 0, -3, -8, -131
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\cart\CartPayment\CartPayment.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -23, 0, 0, 0, -3, -4, -30
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\cart\CartPayment\CartPaymentInfo.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -65, 0, 0, 0, -3, -8, -76
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\cart\CartPayment\CartShipInfo.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -184, 0, 0, 0, -7, -10, -201
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\cart\CartSelect\CartSelect.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -33, 0, 0, 0, -3, -5, -41
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\cart\CartSelect\CartSummary.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -129, 0, 0, 0, -5, -11, -145
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\cart\CartSelect\CartTable.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -117, 0, 0, 0, -15, -10, -142
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\cart\CartSelect\CartTableItem.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -296, 0, 0, 0, -3, -15, -314
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\cart\CartStepper.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -159, 0, 0, 0, -23, -16, -198
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\cart\CartWithoutProducts.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -27, 0, 0, 0, -3, -5, -35
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\cart\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -2, 0, 0, 0, 0, -2, -4
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\common\ButtonBack.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -14, 0, 0, 0, -2, -4, -20
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\common\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\order\OrderDetail.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -209, 0, 0, 0, -3, -6, -218
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\order\OrderInfo.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -94, 0, 0, 0, -2, -5, -101
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\order\OrderTab.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -55, 0, 0, 0, -4, -8, -67
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\order\OrderTabPanel.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -132, 0, 0, 0, -4, -5, -141
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\order\OrderTimeLine.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -110, 0, 0, 0, -2, -3, -115
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\order\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -4, 0, 0, 0, 0, -1, -5
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\products\ProductCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -77, 0, 0, 0, -5, -10, -92
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\products\ProductCartWidget.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -39, 0, 0, 0, -5, -6, -50
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\products\ProductFilterSidebar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -226, 0, 0, 0, -6, -21, -253
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\products\ProductList.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -17, 0, 0, 0, -2, -4, -23
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\products\ProductPagination.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -21, 0, 0, 0, -2, -4, -27
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\products\ProductRating.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -28, 0, 0, 0, 0, -4, -32
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\products\ProductSort.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -66, 0, 0, 0, -1, -7, -74
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\products\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -6, 0, 0, 0, 0, -2, -8
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\products\productdetail\ProductDescription.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -30, 0, 0, 0, 0, -5, -35
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\products\productdetail\ProductInfo.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -188, 0, 0, 0, -3, -10, -201
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\products\productdetail\ProductQuantity.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -76, 0, 0, 0, -3, -7, -86
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\products\productdetail\ProductService.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -51, 0, 0, 0, -3, -3, -57
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\products\productdetail\ProductSlider.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -87, 0, 0, 0, -4, -6, -97
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\products\productdetail\ProductTabs.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -37, 0, 0, 0, -3, -6, -46
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\products\productdetail\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -5, 0, 0, 0, 0, -1, -6
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\profile\PreviewAvatar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -63, 0, 0, 0, -5, -9, -77
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\profile\ProfileCardAvatar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -72, 0, 0, 0, -35, -4, -111
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\profile\ProfileCardInfo.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -132, 0, 0, 0, -3, -8, -143
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\profile\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -2, 0, 0, 0, 0, 0, -2
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\setting\Notification.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -85, 0, 0, 0, -2, -4, -91
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\setting\UpdatePassword.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -156, 0, 0, 0, -5, -8, -169
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\@dashboard\setting\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -2, 0, 0, 0, 0, -1, -3
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\about\Banner.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -83, 0, 0, 0, -2, -5, -90
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\about\WhatIs.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -102, 0, 0, 0, -2, -5, -109
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\about\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -3, 0, 0, 0, 0, -2, -5
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\about\slider\Slider.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -36, 0, 0, 0, -4, -4, -44
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\about\slider\SliderItem.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -83, 0, 0, 0, -3, -6, -92
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\about\slider\sliderConfig.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -75, 0, 0, 0, 0, -1, -76
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\admin\auth\LoginForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -143, 0, 0, 0, -8, -6, -157
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\admin\auth\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1, -2
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\admin\category\ProductItem.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -115, 0, 0, 0, -5, -8, -128
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\admin\category\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\admin\dashboard\AppWebsiteVisits.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -38, 0, 0, 0, -3, -5, -46
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\admin\dashboard\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -9, 0, 0, 0, 0, -1, -10
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\admin\dashboard\overview-budget.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -83, 0, 0, 0, 0, -4, -87
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\admin\dashboard\overview-latest-orders.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -83, 0, 0, 0, 0, -6, -89
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\admin\dashboard\overview-latest-products.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -96, 0, 0, 0, -5, -7, -108
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\admin\dashboard\overview-sales.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -155, 0, 0, 0, 0, -6, -161
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\admin\dashboard\overview-total-customers.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -83, 0, 0, 0, 0, -4, -87
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\admin\dashboard\overview-total-order.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -53, 0, 0, 0, -1, -4, -58
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\admin\dashboard\overview-total-profit.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -46, 0, 0, 0, 0, -4, -50
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\admin\dashboard\overview-traffic.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -131, 0, 0, 0, 0, -8, -139
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\admin\order\OrderDetail.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -208, 0, 0, 0, -3, -7, -218
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\admin\order\OrderInfo.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -94, 0, 0, 0, -2, -5, -101
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\admin\order\OrderTimeLine.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -110, 0, 0, 0, -2, -3, -115
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\admin\order\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -2, 0, 0, 0, 0, 0, -2
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\admin\product\ProductFormDetail.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -63, 0, 0, 0, -3, -5, -71
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\admin\product\ProductFormImage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -81, 0, 0, 0, -75, -8, -164
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\admin\product\ProductFormPrice.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -39, 0, 0, 0, -2, -5, -46
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\admin\product\ProductFormProperty.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -133, 0, 0, 0, -3, -10, -146
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\admin\product\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -4, 0, 0, 0, 0, -3, -7
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\admin\profile\PreviewAvatar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -58, 0, 0, 0, -4, -7, -69
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\admin\profile\ProfileCardAvatar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -72, 0, 0, 0, -35, -4, -111
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\admin\profile\ProfileCardInfo.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -132, 0, 0, 0, -3, -8, -143
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\admin\profile\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -2, 0, 0, 0, 0, 0, -2
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\admin\setting\Notification.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -85, 0, 0, 0, -2, -4, -91
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\admin\setting\UpdatePassword.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -156, 0, 0, 0, -5, -8, -169
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\admin\setting\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -2, 0, 0, 0, 0, -1, -3
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\auth\LoginForm\LoginForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -133, 0, 0, 0, -7, -8, -148
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\auth\LoginForm\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\auth\RegisterForm\RegisterForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -222, 0, 0, 0, -7, -8, -237
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\auth\RegisterForm\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\faq\Accordion.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -40, 0, 0, 0, -3, -4, -47
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\faq\AccordionItems.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -33, 0, 0, 0, 0, -2, -35
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\faq\Banner.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -115, 0, 0, 0, -2, -5, -122
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\faq\ContactForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -60, 0, 0, 0, -2, -6, -68
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\faq\Service.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -97, 0, 0, 0, -2, -6, -105
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\faq\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -4, 0, 0, 0, 0, -3, -7
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\home\Main\Main.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -198, 0, 0, 0, -1, -12, -211
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\home\Main\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\home\accordion\Accordion.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -43, 0, 0, 0, -4, -4, -51
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\home\accordion\AccordionItems.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -43, 0, 0, 0, 0, -2, -45
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\home\accordion\StillQuestions.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -49, 0, 0, 0, -2, -5, -56
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\home\accordion\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\home\info\Info.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -56, 0, 0, 0, -3, -4, -63
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\home\info\InfoCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -61, 0, 0, 0, -2, -5, -68
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\home\info\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\home\service\Service.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -35, 0, 0, 0, -4, -4, -43
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\home\service\ServiceItem.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -30, 0, 0, 0, -3, -4, -37
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\home\service\config.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -36, 0, 0, 0, 0, -2, -38
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\home\service\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\home\trusted\Trusted.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -27, 0, 0, 0, -1, -3, -31
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\section\home\trusted\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\serviceWorker.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -89, 0, 0, 0, -33, -14, -136
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\theme\ThemeProviders.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, -37, 0, 0, 0, -3, -7, -47
